Nome do Arquivo,Página,Conteúdo
governanca-privacidade.pdf,12,"PROGRAMA DE GOVERNANÇA EM PRIVACIDADE DA ANP | SGE – ANP | 2021
4. Anexo
Fase Responsável Status Evidências
Portaria ANP nº 279,
Diretoria
Nomeação do Encarregado pelo Tratamento de Dados Pessoais Concluída de 5 de outubro de
Colegiada
2020
Em
Alinhamento de Expectativas com a Alta Administração SGE
elaboração
Documentos SEI nº
Análise de Maturidade / Diagnóstico do atual estágio de 1538758 e nº 1538765
SGE Concluída
adequação à LGPD (processo nº
48610.219247/2020-06)
Análise e Adoção de Medidas de Segurança, inclusive Diretrizes
e Cultura Interna
Em
• Elaborar Portaria de instituição de diretrizes e SGE/Uorgs
elaboração
responsabilidades no âmbito do Programa de Governança
em Privacidade da ANP
Aprovado
Instituição de Estrutura Organizacional para Governança e Diretoria Portaria ANP nº 25 de
em Circuito
Gestão da Proteção de Dados Pessoais Colegiada/SGE 6 de julho de 2021
Deliberativo
Em
Inventário de Dados Pessoais SGE/Uorgs
elaboração
Não
Levantamento de Contratos relacionados a Dados Pessoais SGE/Uorgs
iniciado
Políticas e Práticas para Proteção da Privacidade do Cidadão
Não
• Analisar e priorizar medidas de segurança em bancos de SGE/STI
iniciado
dados, sistemas, redes e servidores de infraestrutura da ANP
Políticas e Práticas para Proteção da Privacidade do Cidadão
• Capacitação dos servidores envolvidos na implementação da Não
SGE/SGP
LGPD - Realizar treinamento para os servidores diretamente iniciado
envolvidos em atividades que realizam tratamento de dados
pessoais (capacitação prioritária)
Cultura de Segurança e Proteção de Dados e Privacidade desde SGE/OUV/ Não
a Concepção (Privacy by Design) SCI/SGP iniciado
Elaboração de Relatórios de Impacto de Proteção de Dados Não
SGE/Uorgs
(RIPD) iniciado
Medidas e Política de Segurança da Informação / Política de
Privacidade / Termo de Uso Em
SGE
• Revisar a Política de Segurança da Informação e elaboração
Comunicações – POSIC
12"
governanca-privacidade.pdf,13,"PROGRAMA DE GOVERNANÇA EM PRIVACIDADE DA ANP | SGE – ANP | 2021
Medidas e Política de Segurança da Informação / Política de
Privacidade / Termo de Uso
Em
• Elaborar Política de Privacidade e Termo de Uso para SGE
elaboração
sistema, formulários de inscrição em eventos e pesquisa de
qualidade
Medidas e Política de Segurança da Informação / Política de
Em
Privacidade / Termo de Uso SGE
elaboração
• Elaborar Aviso de Privacidade do site da ANP
Não
Adequação das Cláusulas Contratuais SGE/Uorgs
iniciado
Não
Indicadores de Performance SGE
iniciado
SGE/OUV/STI/ Não
Gestão de Incidentes
SCI/Uorgs iniciado
Não
Análise e Reporte de Resultados OUV
iniciado
13"
governanca-privacidade.pdf,14,"PROGRAMA DE GOVERNANÇA EM PRIVACIDADE DA ANP | SGE – ANP | 2021
14"
relatorio-resolucao-cnpe05-2022 (1).pdf,1,"RELATÓRIO
RESOLUÇÃO
CNPE Nº 5/2022
Superintendência de Segurança Operacional
e Meio Ambiente - SSM"
relatorio-resolucao-cnpe05-2022 (1).pdf,2,"RELATÓRIO RESOLUÇÃO CNPE Nº 5/2022 | SSM – ANP | 2023
RELATÓRIO
RESOLUÇÃO
CNPE Nº 5/2022
Superintendência de Segurança Operacional
e Meio Ambiente
SSM
2"
relatorio-resolucao-cnpe05-2022 (1).pdf,3,"RELATÓRIO RESOLUÇÃO CNPE Nº 5/2022 | SSM – ANP | 2023
Agência Nacional do Petróleo, Gás Natural e Biocombustíveis
Diretor-Geral
Rodolfo Henrique de Saboia
Diretores
Symone Christine de Santana Araújo
Daniel Maia Vieira
Fernando Wandscheer de Moura Alves
Claudio Jorge Martins de Souza
Superintendente de Segurança Operacional e Meio Ambiente
Raphael Neves Moura
Superintendente Adjunta de Segurança Operacional e Meio Ambiente
Mariana Rodrigues França
Elaboração
Alexandre Maciel Kosmalski Costa Natalia Hoffmann Ramos
Livia Cartolano Nilce Olivier Costa
Luciana Palmeira Braga Raphael Neves Moura
Mariana Rodrigues França Tiago Machado de Souza Jacques
Revisão
Centro de Pesquisas e Análises Tecnológicas
Procuradoria Geral
Superintendência de Avaliação Geológica e Econômica
Superintendência de Biocombustíveis e de Qualidade de Produtos
Superintendência de Dados Técnicos
Superintendência de Defesa da Concorrência
Superintendência de Desenvolvimento e Produção
Superintendência de Exploração
Superintendência de Governança e Estratégia
Superintendência de Infraestrutura e Movimentação
Superintendência de Pesquisa e Desenvolvimento Tecnológico
Superintendência de Produção de Combustíveis
Superintendência de Promoção de Licitações
3"
relatorio-resolucao-cnpe05-2022 (1).pdf,4,"RELATÓRIO RESOLUÇÃO CNPE Nº 5/2022 | SSM – ANP | 2023
SUMÁRIO
SUMÁRIO EXECUTIVO .............................................................................................................................. 6
1. INTRODUÇÃO................................................................................................................................ 9
2. O CENÁRIO DA ATIVIDADE DE ÓLEO E GÁS NO BRASIL ...................................................... 10
3. DINÂMICA DE INVESTIMENTOS NO SETOR DE ÓLEO E GÁS .............................................. 10
4. POLÍTICA DE EXPLORAÇÃO E PRODUÇÃO NO ÂMBITO DE PROGRAMAS
GOVERNAMENTAIS ................................................................................................................................ 12
5. CAMPOS MARGINAIS E ACUMULAÇÕES DE ECONOMICIDADE MARGINAL ................... 12
6. EMISSÕES DE GASES DE EFEITO ESTUFA NO BRASIL ........................................................... 15
7. MITIGAÇÃO, REDUÇÃO E COMPENSAÇÃO DE EMISSÕES .................................................. 15
8. POLÍTICA DE DESCARBONIZAÇÃO E TRANSIÇÃO ENERGÉTICA NO MUNDO ................... 16
9. DESCARBONIZAÇÃO DO SETOR DE ÓLEO E GÁS NO BRASIL .............................................. 16
10. PERFIL DE EMISSÕES NA PRODUÇÃO OFFSHORE DE ÓLEO E GÁS EM 2021 ................... 17
10.1. Abordagem para novas instalações ........................................................................ 22
10.2. Medidas regulatórias para medição e monitoramento de emissões ..................... 23
11. DADOS DE EMISSÕES DE GASES DE EFEITO ESTUFA EM CONTRATOS DE PARTILHA .... 24
11.1. Oportunidades de descarbonização das atividades de apoio offshore .................. 25
11.2. Contratos de partilha: emissões de exploração e produção ................................... 25
12. DIAGNÓSTICO: DISCUSSÕES AMPLIADAS ENTRE ANP E EPE ............................................. 26
12.1. Avaliação ambiental de áreas sedimentares – AAAS .............................................. 27
12.2. Acesso a recursos financeiros ................................................................................. 28
12.3. Centralização da produção ...................................................................................... 28
12.4. Captura, utilização e armazenamento de carbono – CCUS..................................... 29
12.5. Crédito de carbono .................................................................................................. 30
12.6. Eficiência energética ............................................................................................... 31
12.7. Eletrificação ............................................................................................................. 32
12.8. Embarcações e aeronaves de apoio ........................................................................ 32
12.9. Emissões fugitivas ................................................................................................... 33
12.10. Flaring ...................................................................................................................... 34
12.11. Hidrogênio ............................................................................................................... 35
12.12. Nature-based solutions – NBS ................................................................................. 35
12.13. Pesquisa desenvolvimento e inovação - PD&I ........................................................ 36
12.14. Reuso e repropósito de estruturas do upstream .................................................... 36
12.15. Transparência de dados de emissões ...................................................................... 37
4"
relatorio-resolucao-cnpe05-2022 (1).pdf,5,"RELATÓRIO RESOLUÇÃO CNPE Nº 5/2022 | SSM – ANP | 2023
13. SUGESTÃO DE INSTRUMENTOS REGULATÓRIOS PARA MITIGAÇÃO E COMPENSAÇÃO
DE EMISSÕES DE GASES DE EFEITO ESTUFA ....................................................................................... 38
13.1. Proposta de alteração de leis e decretos ................................................................ 38
13.2. Contribuição a projetos de leis................................................................................ 39
13.2.1. Projeto de Lei 725/2022 – Hidrogênio .................................................................... 39
13.2.2. Projeto de Lei 1.425/2022 – CCUS .......................................................................... 43
13.3. Alteração da Portaria Interministerial 198/2012 .................................................... 46
13.3.1. O uso do instrumento no Brasil............................................................................... 46
13.3.2. Princípios da Avaliação Ambiental Estratégica ....................................................... 48
13.3.3. Estudo de Caso: UK Offshore Energy Strategic Environmental Assessment ........... 49
13.4. Resolução CNPE da Transição Energética ............................................................... 51
14. CONCLUSÃO ................................................................................................................................ 53
15. BIBLIOGRAFIA ............................................................................................................................. 54
16. ANEXOS ........................................................................................................................................ 55
5"
relatorio-resolucao-cnpe05-2022 (1).pdf,6,"RELATÓRIO RESOLUÇÃO CNPE Nº 5/2022 | SSM – ANP | 2023
SUMÁRIO EXECUTIVO
O presente relatório visa atender a demanda específica do Conselho Nacional de Política
Energética (CNPE), a qual foi endereçada à Agência Nacional do Petróleo, Gás Natural e
Biocombustíveis (ANP) por meio da Resolução CNPE nº 5, de 12 de agosto de 2022. A resolução
em questão, especificamente em seu artigo 2º, solicita a apresentação de estudo técnico, nos
termos a seguir.
Art. 2º Solicitar que a ANP, em articulação com a Empresa de Pesquisa Energética - EPE,
no âmbito de suas competências, elabore e apresente ao CNPE, no prazo de cento e oitenta
dias a partir da publicação desta Resolução, relatório com propostas para
regulamentar instrumentos de mitigação e compensação de emissões de gases que
provocam efeito estufa nas atividades de E&P. [grifo nosso].
De forma a apoiar o processo decisório do formulador de políticas públicas, a ANP, em
articulação com a EPE, elaborou o presente documento, após a realização de revisão
bibliográfica, bem como reuniões e workshops (16 eventos, no total) com profissionais e
acadêmicos que vêm participando das discussões relacionadas à mitigação e à compensação de
emissões de Gases de Efeito Estufa - GEE, no âmbito global. Destaca-se a participação efetiva do
Oil and Gas Climate Initiative – OGCI, da International Energy Agency – IEA, da Universidade de
São Paulo – USP, do Rocky Mountain Institute – RMI, do Oil & Gas Methane Partnership – OGMP,
da Rystad Energy, da Petrobras, da Vitol e da PPSA como fontes relevantes de conhecimento e
informação, que viabilizaram a proposição de soluções voltadas para o contexto nacional. 1
Considerando a delimitação do escopo pelo CNPE à mitigação e à compensação de GEE
para as atividades de E&P, bem como os processos acima descritos, 15 temáticas para a gestão
de emissões do E&P foram objetivamente identificadas e estão listadas na Tabela 1, as quais,
uma vez coordenadas e integradas por meio de aprimoramentos na legislação legal, infralegal e
na adoção de boas práticas nacionais e internacionais identificadas, tem a intenção de colocar o
Brasil e sua indústria do petróleo na vanguarda da eficiência e da transição energética.
Tabela 1. Aspectos analisados e nível de atuação.
Nível
Temáticas
Legal e de decreto Infralegal Boas práticas
1. Avaliação Ambiental de Áreas Sedimentares  
2. Acesso a recursos Financeiros   
3. Centralização da produção  
4. Captura, Utilização e Armazenamento de Carbono – CCUS  
5. Crédito de carbono   
6. Eficiência energética   
7. Eletrificação (grid, geração offshore)  
8. Embarcações e aeronaves de apoio  
9. Emissões fugitivas  
10. Flaring   
11. Hidrogênio  
12. Nature-Based Solutions – NBS 
13. Pesquisa, Desenvolvimento e Inovação 
14. Reuso e repropósito de estruturas do upstream   
15. Transparência de dados de emissões   
1 Processo administrativo SEI ANP 48610.217358/2022-31.
6"
relatorio-resolucao-cnpe05-2022 (1).pdf,7,"RELATÓRIO RESOLUÇÃO CNPE Nº 5/2022 | SSM – ANP | 2023
Em que pese a farta literatura (e iniciativas em discussão na esfera nacional) sobre
algumas das temáticas acima, a importância do presente relatório se dá justamente no
tratamento técnico de soluções emergentes, hoje esparsas no âmbito das políticas
públicas, de maneira integrada. Dessa forma, são apresentadas sugestões que visam
regulamentar e aprimorar os instrumentos de mitigação e compensação de GEE no E&P,
alinhadas com as principais vertentes internacionais e com as expectativas dos mercados em
relação ao posicionamento do Brasil nos processos de transição energética.
As emissões de GEE do Brasil2 foram de aproximadamente 2,4 bilhões de tCO eq (em
2
2021), originadas, em sua maioria, no setor de mudança do uso da terra e florestas (cerca de
50% das emissões de CO ). Já o setor de energia responde por 17% das emissões nacionais.
2
O estudo traz os principais achados descritos a seguir, os quais subsidiam as
recomendações e propostas para a implementação de instrumentos que possam colaborar com
a estratégia nacional de gestão de emissões de E&P:
 As emissões totais do segmento offshore são de 16,23 MMtCO eq (2021);
2
 A intensidade média de emissões do offshore é de 14,26 KgCO eq/boe;
2
 Campos marginais offshore contribuem com apenas 11% das emissões totais,
dessa forma, preferencialmente são os novos desenvolvimentos que devem se
orientar pela redução de sua pegada de carbono;
 A intensidade de emissões em campos de gás é mínima (média de
2,6kgCO eq/boe);
2
 Atividades de apoio offshore marítimas e aéreas impactam o desempenho
ambiental do E&P;
 A criação de mecanismos de integração com as atividades de captura e utilização
de carbono e com indústrias emergentes (como o hidrogênio) é relevante para
a estratégia do E&P; e
 A estrutura e funcionamento da Avaliação Ambiental de Área Sedimentar no
Brasil não converge com a metodologia internacional de Avaliação Ambiental
Estratégica e não se orienta para a transição energética.
Há capital ávido por investimentos de E&P que demonstrem vantagens competitivas, em
especial, em projetos de baixa intensidade de carbono. Iniciativas como o TCFD - Task Force on
Climate-Related Financial Disclosures – promovem a padronização dos reportes financeiros
relacionados ao risco climático, e a transparência dos dados de emissões e de desempenho
corporativo de sustentabilidade é essencial para a atração de investimentos. A aplicação de
novas tecnologias e o direcionamento dos recursos de pesquisa, desenvolvimento e inovação
são parte integrante do processo de transição justa e da real aplicação dos conceitos de ESG3 e
sustentabilidade.
Nesse passo, apresentamos as principais conclusões do relatório a seguir.
 A Licença Social para Operar de novos projetos de óleo e gás é dependente do
aproveitamento de oportunidades de integração com tecnologias de energia
renovável e de baixo carbono (hidrogênio), da incorporação de processos como
o CCUS e da demonstração de adoção das “melhores técnicas disponíveis”, ou
BATs - Best Available Techniques;
 Há perspectivas favoráveis quanto ao uso de combustíveis renováveis para
tratamento das emissões diretas egressas da logística de apoio aéreo e marítimo
às atividades offshore, como estratégia de curto prazo para redução de emissões
do E&P. Nesse sentido, observa-se a possibilidade do uso racional de recursos
de Pesquisa, Desenvolvimento e Inovação - PD&I com esse propósito;
 Ganhos de eficiência energética, como a centralização da produção e a
otimização de planos de desenvolvimento (long tiebacks), o uso de unidades
2 Emissões nacionais de GEE. Observatório do Clima, 2021.
3 ESG: são os aspectos ambientais, sociais e de governança das atividades econômicas.
7"
relatorio-resolucao-cnpe05-2022 (1).pdf,8,"RELATÓRIO RESOLUÇÃO CNPE Nº 5/2022 | SSM – ANP | 2023
desabitadas e o reaproveitamento de instalações potencializarão a redução de
emissões;
 Processos de digitalização e a aplicação de novas tecnologias intensivas em
recursos de Pesquisa, Desenvolvimento e Inovação (eletrificação / power-to-
shore, separação submarina e outras) necessitam de estímulo e priorização. A
criação de sinergias entre os recursos de pesquisa de E&P e a transição
energética garantirá o posicionamento privilegiado do Brasil como líder em
tecnologia offshore;
 A melhoria em regras de flaring, venting e emissões fugitivas produz inventários
de emissões de maior qualidade, devendo-se incentivar o uso de práticas
sistemáticas de detecção e quantificação direta de emissões e o uso de modelos
computacionais;
 O gerenciamento das emissões de metano (ou emissões fugitivas) deve ser
incentivado, através de iniciativas conjuntas (indústria e regulador) para
estabelecimento de guidelines e manuais, com base em estudos de caso no
Brasil;
 Há oportunidade de atração de recursos de fundos a partir da integração do E&P
com atividades elegíveis a finanças verdes (infraestrutura, CCUS, hidrogênio e
outros), promovendo o desenvolvimento de ambiente de negócios favorável à
adoção de Green Finance; e
 Há oportunidade de atração de investimentos a partir da convergência do
padrão de Estudos Estratégicos de Área Sedimentar nacional (regulado pela
Portaria Interministerial 198/2012) com a prática internacional, considerando
a integração com outras fontes de energia e a adoção de projetos de
compensação, como a recuperação e o florestamento de áreas da bacia sob
avaliação.
Portanto, entende-se que a adoção das proposições legais e infralegais detalhadas no
presente documento viabiliza o posicionamento do E&P do Brasil em condição de vantagem
competitiva, incentivando assim o influxo de investimentos nacionais e estrangeiros no mercado
brasileiro no curto, médio e longo prazo.
Por fim, ressalva-se que o estudo em questão restringe suas conclusões aos achados
referentes a campos marítimos, em função da disponibilidade de dados. A partir de março a
2023, os dados de emissões de campos terrestres passarão a ser recebidos e tratados pela ANP.
Contudo, a baixa produção atual do ambiente terrestre (cerca de 250.000 boe/d, sendo 140.000
boe/d de gás natural) indica que a contribuição quantitativa de suas emissões é
comparativamente mínima, logo essas poderão ser objeto de iniciativas locais e incentivos
pontuais, visando ganhos de eficiência energética.
8"
relatorio-resolucao-cnpe05-2022 (1).pdf,9,"RELATÓRIO RESOLUÇÃO CNPE Nº 5/2022 | SSM – ANP | 2023
1. INTRODUÇÃO
A indústria de petróleo, ao longo da história, foi responsável por fornecer à sociedade
energia firme e barata, o que está relacionado à alta densidade de energia contida no petróleo e
no gás natural e à eficiência de sua produção, transporte e armazenamento. Em contrapartida,
são hoje reconhecidos os efeitos climáticos do excesso de gases de efeito estufa na atmosfera,
em parte devido ao acúmulo de gases resultantes da queima de combustíveis fósseis. Então, a
necessidade de empreender esforços para redução do nível de emissões atuais é consenso.
No Brasil, que é um país exportador líquido de petróleo bruto, a atividade de exploração
e produção de petróleo e gás natural (E&P) garante investimentos, recursos para PD&I e gera
empregos e arrecadação destinada à União, estados e municípios. Entretanto, alguns dos campos
em produção hoje se encontram em declínio, e possuem desafios muito particulares desta fase
de seu ciclo de vida.
Assim, dada a importância social e econômica desta indústria, associada às
particularidades existentes na fase de declínio de produção de campos, foi estabelecido o
Programa de Revitalização e Incentivo à Produção de Campos Marítimos – Promar, com uma
abordagem voltada a garantir investimento e lidar com o declínio de produtividade dos campos
de formações pós-sal.
O Conselho Nacional de Política Energética (CNPE), no âmbito do Promar, propôs
medidas para trazer atratividade à revitalização de campos maduros offshore, promovendo
retorno dos investimentos. Além das medidas de estímulo à extensão da produção de campos e
desenvolvimento de descobertas em campos com economicidade marginal, a Resolução CNPE
nº 5, de 12 de agosto de 2022, solicitou à ANP o desenvolvimento do presente relatório, com
propostas relativas a formas de compensação e mitigação das emissões de GEE.
Os dados obtidos pela ANP para realização do estudo indicam que a participação relativa
dos campos que atualmente se enquadram em economicidade marginal para as emissões totais
de GEE é de apenas 11%. Dessa forma, em consonância com as tendências mundiais de boas
práticas da indústria, preferencialmente são os novos desenvolvimentos que devem se orientar
pela redução de sua pegada de carbono. Os campos já desenvolvidos e em produção possuem
relação custo-benefício menos favorável à adoção de soluções de descarbonização.
Portanto, a custo-efetividade das principais soluções de descarbonização (configurações
energéticas mais eficientes de instalações, por exemplo) tende a ser mais favorável se
considerada desde a fase de desenvolvimento original do campo. Os benefícios obtidos ao longo
da vida útil do campo e das instalações deve se refletir, no futuro, para as situações em que os
campos porventura passem a ser enquadrados de economicidade marginal.
Tais aspectos orientam o desenvolvimento deste trabalho de forma ampla, abrangente
e integrada, não se restringindo a soluções aplicáveis aos atuais campos maduros ou de
economicidade marginal, mas enfoca o ciclo de vida4 de um campo, a partir da identificação da
existência de reservas tecnicamente recuperáveis.
Assim, identificam-se oportunidades e lacunas em instrumentos legais e infralegais
voltados à transição energética5 e à descarbonização que auxiliarão o estímulo tanto à extensão
da produção de campos e o desenvolvimento de descobertas de forma ampla e equilibrada,
quanto à alocação de riscos e responsabilidades. As abordagens propostas foram, portanto,
4 Entende-se que a avaliação de alternativas de redução de emissões considere a relação custo-benefício esperada
das alocações de recursos segundo os conceitos de eficiência e análise do ciclo de vida, considerando ainda a adoção
de métricas de custo marginal de abatimento de gases de efeito estufa.
5 Não há uma definição consensual do termo “transição energética”. Em geral, entende-se como o processo de
redução do uso de combustíveis fósseis através do redesenvolvimento de sistemas energéticos para viabilizar a
aplicação de tecnologias de baixa emissão de carbono. (“The energy transition is the process of downshifting fossil
fuels and re-developing whole systems to operate on low carbon energy sources. More generally, an energy transition
is a significant structural change in an energy system regarding supply and consumption” Wikipedia definition).
Adicionalmente, agrega-se ao objetivo a justiça em vista de comunidades e nações mais desfavorecidas.
9"
relatorio-resolucao-cnpe05-2022 (1).pdf,10,"RELATÓRIO RESOLUÇÃO CNPE Nº 5/2022 | SSM – ANP | 2023
concebidas de forma integrada, visando à mitigação do risco de atrasos no cumprimento de
metas ambientais e de geração de ativos encalhados (stranded assets).
É imperativa a participação do E&P no processo de transição energética, considerando-
se a necessidade de recomposição de reservas que auxiliem o financiamento da economia da
transição, reconhecendo: (i) o papel do gás natural como recurso-chave do processo de transição
justa e sua ligação com a tecnologia do hidrogênio e CCUS (captura, utilização e armazenamento
de carbono, na sigla em inglês); (ii) a atração de investimento e o investimento em PD&I como
habilitadores do processo de transição justa; e (iii) revisitando o mecanismo de avaliação
ambiental prévia à oferta de áreas para exploração e produção de petróleo e gás natural.
Por fim, é sugerida minuta de Resolução CNPE, aqui denominada “CNPE da Transição”,
que visa posicionar o tema transição energética estrategicamente e materializar a conexão entre
instrumentos hoje desconectados, que guardam relação com a redução de GEE.
É importante ressaltar que as novas atribuições à ANP exigirão o estabelecimento das
bases legais e dimensionamento de recursos para conferir competência à Agência.
O trabalho realizado pela ANP, em articulação com a EPE, se baseou em evidências,
contando com a análise de dados de emissões do segmento offshore no Brasil, com o resultado
de discussões junto a especialistas do setor, bem como com a análise de publicações relevantes
sobre o tema em níveis nacional e internacional.
A minuta produzida foi submetida a unidades organizacionais da agência que
apresentaram suas contribuições, em parte incorporadas ao presente relatório. Essa e outras
contribuições internas ou discussões externas foram analisadas e incorporadas e constam nos
autos do processo administrativo SEI ANP 48610.217358/2022-31.
2. O CENÁRIO DA ATIVIDADE DE ÓLEO E GÁS NO BRASIL
O Brasil tem procurado promover uma agenda positiva no setor de petróleo e gás
natural, buscando um ambiente competitivo, favorável à atração de investimentos para a
exploração e produção e com retorno para a sociedade. Medidas como a adoção da modalidade
de oferta permanente de blocos exploratórios foram estabelecidas para ampliar a
previsibilidade e a competitividade, aumentando a atratividade dos investimentos (EPE, 2020).
As projeções de produção de petróleo para médio e longo prazo indicam a possibilidade
de o Brasil produzir uma média aproximada de 5,5 milhões de barris de petróleo por dia e
volumes de gás natural em torno de 115 milhões de m³ diários por volta de 2030 (EPE, 2020).
3. DINÂMICA DE INVESTIMENTOS NO SETOR DE ÓLEO E GÁS
Os últimos anos foram marcados pela discussão sobre a regulação financeira e
sustentabilidade do setor, com a consolidação do conceito de ESG para alocação de
investimentos.
O termo ESG foi cunhado no relatório “UN Global Compact”, em 2005, e incorporado ao
longo do tempo por instituições financeiras. Em 2006, a ONU publicou o documento UN
Principles for Responsible Investment, o qual, em síntese, se desdobrou em iniciativas setoriais e
regras de bancos centrais ao redor do mundo. A consolidação desse processo ocorreu pela
criação de padrões e protocolos sobre relatório público de aspectos ESG, além das normas ISO
que padronizaram práticas e instrumentos financeiros de caráter sustentável (ISO Series 14.100
e 14.030) e práticas de sistemas de gestão de responsabilidade social e governança (ISO 26.000
e 37.000).
Assim, o setor de investimento institucional recebeu regras mais rigorosas de alocação,
provocando uma dinâmica de investimento no setor de energia que permite maior espaço nos
10"
relatorio-resolucao-cnpe05-2022 (1).pdf,11,"RELATÓRIO RESOLUÇÃO CNPE Nº 5/2022 | SSM – ANP | 2023
negócios de baixo carbono e renováveis. O investimento via capital próprio ou private equity,
contudo, possui uma dinâmica um pouco diferente, mais impactada pela gestão de portfólio e
investimento determinada por compromissos de descarbonização assumidos por esses
investidores.
Nesse sentido, há modelos pelos quais investidores no setor de óleo e gás conseguem
gerenciar o risco associado às emissões de carbono, atendendo a regras e compromissos de
alocação sustentável de investimentos, que possibilitam reduzir custos de investimentos por
meio da busca de melhores projetos de óleo e gás, adotando as melhores técnicas disponíveis
em associação com energias de baixo carbono.
Em 2015, o Financial Stability Board (FSB) – instituição formada por ministérios de
finanças, bancos centrais e autoridades regulatórias e de supervisão bancária – criou o Task
Force on Climate-Related Financial Disclosures (TCFD), iniciativa que orienta os relatórios
financeiros relacionados ao risco climático em companhias, promovendo transparência em
relação à forma com a qual este risco é mitigado e gerido.
Algumas decisões, contudo, já foram tomadas em relação a não mais investir em carvão
fóssil e em algumas categorias de óleo e gás (areias betuminosas e óleo e gás no Ártico), sendo
mais significativos os casos dos investidores institucionais Allianz/PIMCO (gestora de
investimentos), CalSTRS (fundo de pensão), AXA e Zurich Insurance (companhias seguradoras)
e BNP Paribas (banco comercial). O fundo de pensão de Nova York não possui mais
investimentos em óleo e gás ou carvão. Os recursos somados de todos os investidores
institucionais citados foi de 6,2 trilhões de dólares em 2022.
Não obstante, há situações que revertem temporariamente a tendência mencionada, a
exemplo da crise de energia na Europa em função de fatores geopolíticos, em que o trade-off
entre garantia de energia e emissões é reavaliado. Isso influencia inclusive a dinâmica que busca
garantir níveis de investimento no setor e segurança energética. De acordo com o World Energy
Investment 2022 da IEA, os altos preços resultantes da situação geopolítica estimularam alguns
países a intensificar o investimento em combustíveis fósseis, à medida que buscavam garantir e
diversificar suas fontes de abastecimento. No entanto, esse mesmo documento informa que o
investimento em energias fósseis é a única área que, em conjunto, permanece abaixo dos níveis
observados antes da pandemia em 2019, então próximo de 500 bilhões de dólares6. O
documento indica que as soluções duradouras para a crise atual consistem em acelerar a
transição para energia limpa por meio de maior aporte em eficiência, eletricidade limpa e uma
variedade de combustíveis limpos (IEA, 20237).
Em 2021, no Brasil, a iniciativa ‘Investidores pelo Clima’ reuniu 41 gestoras de recursos,
fundos de pensão, seguradoras e family offices. Estas instituições representam um total de 2
trilhões de reais em recursos administrados em torno de compromissos pela adoção de práticas
de reporte alinhadas ao TCFD. Ademais, desenvolveram posicionamento em relação a mudanças
climáticas nas políticas e práticas de seus portfólios.
A indústria de exploração e produção de óleo e gás é intensiva em capital, e o volume
médio anual de investimentos planejados, somente no Brasil, é de aproximadamente 20 bilhões
de dólares até o ano de 20308.
6 De acordo com o World Oil Outlook da OPEP, para atender às necessidades da demanda, o investimento necessário
no setor global do upstream é estimado em cerca de US$ 370 bilhões por ano, no período de 2021 a 2045. A OPEP
prevê um pico de investimentos de pouco menos de US$ 400 bilhões por volta de 2030, em linha com a recuperação
e crescimento projetados no fornecimento de líquidos não-OPEP, em particular para o não convencional americano
neste período.
7 World Energy Investment. IEA, 2022.
8 O setor de O&G Brasileiro. Instituto Brasileiro de Petróleo e Gás, 2022.
11"
